invoice_id,date,customer_id,salesperson_id,segment,sku,qty,list_unit_price,discount_pct,unit_cost
CI201908001262,22/08/2019,C00028,SP003,hotel,SERV-ANNUAL-CONTRACT-LARGE,2,2200,0.082,863.48
CI201708001263,22/08/2017,C00028,SP003,hotel,SERV-CALL-OUT,2,250,0,91.57
CI201903001264,1/03/2019,C00028,SP003,hotel,SERV-CALL-OUT,2,250,0.095,95.95
CI201903001264,1/03/2019,C00028,SP003,hotel,SERV-PARTS-MISC,2,180,0,74.63
CI201907001265,10/07/2019,C00028,SP003,hotel,SERV-CALL-OUT,2,250,0,96.9
CI201801001266,12/01/2018,C00028,SP003,hotel,GRIND-EUR-ATOM-75,4,2600,0.201,1802.5
CI201811001267,10/11/2018,C00029,SP004,office,BEAN-HOUSE-5KG,8,230,0.296,131.96
CI201811002622,8/11/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,10,240,0,158.35
CI201812001268,10/12/2018,C00029,SP004,office,BEAN-HOUSE-5KG,6,230,0.233,132.29
CI201811000042,9/11/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.126,158.35
CI201901001269,9/01/2019,C00029,SP004,office,BEAN-HOUSE-5KG,2,230,0.32,132.61
CI201811001031,30/11/2018,C00024,SP001,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.78
CI201902001270,8/02/2019,C00029,SP004,office,BEAN-HOUSE-5KG,2,230,0.32,132.94
CI201811001028,9/11/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.023,158.35
CI201903001271,10/03/2019,C00029,SP004,office,BEAN-HOUSE-5KG,4,230,0.249,133.27
CI201811001783,9/11/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.084,158.35
CI201903001271,10/03/2019,C00029,SP004,office,BEAN-SINGLE-ETH-5KG,2,260,0.32,202.57
CI201811001786,30/11/2018,C00036,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.78
CI201904001272,9/04/2019,C00029,SP004,office,BEAN-HOUSE-5KG,4,230,0.292,133.6
CI201812002471,1/12/2018,C00046,SP004,independent_cafe,BEAN-DECAF-1KG,2,65,0.271,33.87
CI201905001273,9/05/2019,C00029,SP004,office,BEAN-HOUSE-5KG,2,230,0.32,133.93
CI201811002367,9/11/2018,C00045,SP002,office,BEAN-ESPRESSO-5KG,6,240,0.051,158.35
CI201812003187,1/12/2018,C00059,SP001,independent_cafe,BEAN-DECAF-1KG,2,65,0.022,33.87
CI201906001274,8/06/2019,C00029,SP004,office,BEAN-HOUSE-5KG,2,230,0.302,134.26
CI201811002965,9/11/2018,C00057,SP001,hotel,BEAN-ESPRESSO-5KG,8,240,0.061,158.35
CI201812002728,3/12/2018,C00052,SP002,independent_cafe,BEAN-DECAF-1KG,4,65,0.089,33.87
CI201907001275,8/07/2019,C00029,SP004,office,BEAN-HOUSE-5KG,6,230,0,134.59
CI201811003119,9/11/2018,C00058,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.118,158.35
CI201908001276,7/08/2019,C00029,SP004,office,BEAN-HOUSE-5KG,8,230,0.3,134.92
CI201812002969,7/12/2018,C00057,SP001,hotel,BEAN-DECAF-1KG,2,65,0.027,33.87
CI201909001277,6/09/2019,C00029,SP004,office,BEAN-HOUSE-5KG,6,230,0.32,135.25
CI201811001267,10/11/2018,C00029,SP004,office,BEAN-ESPRESSO-5KG,2,240,0.32,158.35
CI201812002294,8/12/2018,C00044,SP004,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.87
CI201910001278,6/10/2019,C00029,SP004,office,BEAN-HOUSE-5KG,6,230,0.32,135.59
CI201812001469,9/12/2018,C00032,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.095,33.87
CI201911001279,5/11/2019,C00029,SP004,office,BEAN-HOUSE-5KG,4,230,0.32,135.92
CI201811001874,10/11/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.082,158.35
CI201912001280,5/12/2019,C00029,SP004,office,BEAN-HOUSE-5KG,6,230,0.32,136.25
CI201911001281,3/11/2019,C00029,SP004,office,SERV-ANNUAL-CONTRACT-SMALL,2,1200,0.25,434.94
CI201811001282,21/11/2018,C00029,SP004,office,SERV-CALL-OUT,2,250,0.25,95.01
CI201811001282,21/11/2018,C00029,SP004,office,SERV-PARTS-MISC,2,180,0.25,73.9
CI201905001283,20/05/2019,C00029,SP004,office,SERV-CALL-OUT,2,250,0.198,96.43
CI201806001284,3/06/2018,C00030,SP004,office,BEAN-HOUSE-5KG,2,230,0.277,130.35
CI201806001284,3/06/2018,C00030,SP004,office,BEAN-SINGLE-ETH-5KG,2,260,0.274,198.13
CI201807001285,3/07/2018,C00030,SP004,office,BEAN-HOUSE-5KG,4,230,0.32,130.67
CI201811002290,10/11/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.29,158.35
CI201808001286,2/08/2018,C00030,SP004,office,BEAN-HOUSE-5KG,6,230,0.286,130.99
CI201809001287,1/09/2018,C00030,SP004,office,BEAN-HOUSE-5KG,4,230,0.213,131.31
CI201811002468,10/11/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0,158.35
CI201810001288,1/10/2018,C00030,SP004,office,BEAN-HOUSE-5KG,8,230,0.32,131.64
CI201812000047,14/12/2018,C00003,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.078,33.87
CI201810001289,31/10/2018,C00030,SP004,office,BEAN-HOUSE-5KG,2,230,0.22,131.64
CI201811000143,11/11/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.092,158.35
CI201812000583,14/12/2018,C00010,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.87
CI201811001290,30/11/2018,C00030,SP004,office,BEAN-HOUSE-5KG,4,230,0.32,131.96
CI201811001465,11/11/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,10,240,0,158.35
CI201812001291,30/12/2018,C00030,SP004,office,BEAN-HOUSE-5KG,4,230,0.222,132.29
CI201901001292,29/01/2019,C00030,SP004,office,BEAN-HOUSE-5KG,2,230,0.271,132.61
CI201811000393,12/11/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,6,240,0.118,158.35
CI201902001293,28/02/2019,C00030,SP004,office,BEAN-HOUSE-5KG,2,230,0.32,132.94
CI201811001206,12/11/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,12,240,0.125,158.35
CI201903001294,30/03/2019,C00030,SP004,office,BEAN-HOUSE-5KG,8,230,0,133.27
CI201811002725,12/11/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.071,158.35
CI201904001295,29/04/2019,C00030,SP004,office,BEAN-HOUSE-5KG,4,230,0.32,133.6
CI201811002889,12/11/2018,C00056,SP004,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.301,158.35
CI201812001033,14/12/2018,C00024,SP001,independent_cafe,BEAN-DECAF-1KG,2,65,0.034,33.87
CI201905001296,29/05/2019,C00030,SP004,office,BEAN-HOUSE-5KG,6,230,0.32,133.93
CI201906001297,28/06/2019,C00030,SP004,office,BEAN-HOUSE-5KG,6,230,0.32,134.26
CI201907001298,28/07/2019,C00030,SP004,office,BEAN-HOUSE-5KG,8,230,0.278,134.59
CI201811001647,13/11/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.121,158.35
CI201908001299,27/08/2019,C00030,SP004,office,BEAN-HOUSE-5KG,2,230,0.263,134.92
CI201811000955,14/11/2018,C00021,SP001,office,BEAN-ESPRESSO-5KG,4,240,0,158.35
CI201909001300,26/09/2019,C00030,SP004,office,BEAN-HOUSE-5KG,6,230,0.309,135.25
CI201910001301,26/10/2019,C00030,SP004,office,BEAN-HOUSE-5KG,4,230,0.302,135.59
CI201811002067,14/11/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.114,158.35
CI201812001788,14/12/2018,C00036,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.056,33.87
CI201911001302,25/11/2019,C00030,SP004,office,BEAN-HOUSE-5KG,6,230,0.32,135.92
CI201811000283,15/11/2018,C00007,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.113,158.35
CI201812002136,14/12/2018,C00042,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.077,33.87
CI201912001303,25/12/2019,C00030,SP004,office,BEAN-HOUSE-5KG,6,230,0.307,136.25
CI201912001303,25/12/2019,C00030,SP004,office,BEAN-SINGLE-COL-5KG,2,260,0.313,212.56
CI201811000891,15/11/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.054,158.35
CI201707001304,27/07/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.126,192.83
CI201812001879,15/12/2018,C00037,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.87
CI201708001305,3/08/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.089,127.17
CI201811001372,15/11/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,10,240,0.102,158.35
CI201708001305,3/08/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.09,198.39
CI201812000148,16/12/2018,C00005,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.87
CI201708001306,10/08/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.101,127.17
CI201811002623,15/11/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,10,240,0.016,158.35
CI201708001306,10/08/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,198.39
CI201708001307,17/08/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,10,230,0.098,127.17
CI201811000043,16/11/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.06,158.35
CI201708001307,17/08/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,198.39
CI201708001308,24/08/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.099,127.17
CI201811001029,16/11/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.037,158.35
CI201708001308,24/08/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,4,260,0.136,198.39
CI201708001309,31/08/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,14,230,0.098,127.17
CI201811001784,16/11/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.048,158.35
CI201708001309,31/08/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,198.39
CI201709001310,7/09/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.131,127.49
CI201811002966,16/11/2018,C00057,SP001,hotel,BEAN-ESPRESSO-5KG,10,240,0,158.35
CI201709001310,7/09/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.134,193.78
CI201709001310,7/09/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.092,198.88
CI201812001470,16/12/2018,C00032,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.87
CI201709001311,14/09/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.117,127.49
CI201811001875,17/11/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.061,158.35
CI201709001311,14/09/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.14,193.78
CI201709001312,21/09/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.14,127.49
CI201811002291,17/11/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.267,158.35
CI201709001312,21/09/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.119,198.88
CI201812002730,17/12/2018,C00052,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.083,33.87
CI201709001313,28/09/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,8,230,0.135,127.49
CI201811002469,17/11/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.32,158.35
CI201812001652,18/12/2018,C00034,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.105,33.87
CI201710001314,5/10/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.113,127.8
CI201811000144,18/11/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.072,158.35
CI201710001315,12/10/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.09,127.8
CI201811000515,18/11/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.12,158.35
CI201710001315,12/10/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.129,194.26
CI201710001316,19/10/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.092,127.8
CI201811001466,18/11/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.12,158.35
CI201710001316,19/10/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.096,194.26
CI201812002971,21/12/2018,C00057,SP001,hotel,BEAN-DECAF-1KG,2,65,0.037,33.87
CI201710001317,26/10/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.106,127.8
CI201811000394,19/11/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,8,240,0,158.35
CI201710001317,26/10/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.138,194.26
CI201710001317,26/10/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.095,199.37
CI201711001318,2/11/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.124,128.12
CI201811001207,19/11/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,10,240,0,158.35
CI201812003190,22/12/2018,C00059,SP001,independent_cafe,BEAN-DECAF-1KG,2,65,0.041,33.87
CI201711001319,9/11/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.1,128.12
CI201811002726,19/11/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0,158.35
CI201711001319,9/11/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,6,260,0.108,194.74
CI201711001320,16/11/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.108,128.12
CI201811002890,19/11/2018,C00056,SP004,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.264,158.35
CI201711001320,16/11/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.138,194.74
CI201711001321,23/11/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.119,128.12
CI201811001648,20/11/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.14,158.35
CI201711001321,23/11/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.092,194.74
CI201711001321,23/11/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,199.86
CI201711001322,30/11/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,12,230,0.092,128.12
CI201811002068,21/11/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.094,158.35
CI201712001323,7/12/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.127,128.43
CI201811000284,22/11/2018,C00007,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.126,158.35
CI201712001323,7/12/2017,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,200.36
CI201712001324,14/12/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.097,128.43
CI201811000892,22/11/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,158.35
CI201712001324,14/12/2017,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.14,195.22
CI201712001325,21/12/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.104,128.43
CI201811001373,22/11/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,14,240,0.14,158.35
CI201812000399,24/12/2018,C00008,SP003,hotel,BEAN-DECAF-1KG,2,65,0.112,33.87
CI201712001326,28/12/2017,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0,128.43
CI201811002624,22/11/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,16,240,0,158.35
CI201812000289,27/12/2018,C00007,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.116,33.87
CI201801001327,4/01/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.14,128.75
CI201811000044,23/11/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.067,158.35
CI201812001378,27/12/2018,C00031,SP003,hotel,BEAN-DECAF-1KG,2,65,0.138,33.87
CI201801001328,11/01/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,10,230,0.09,128.75
CI201811000821,23/11/2018,C00019,SP003,restaurant,BEAN-ESPRESSO-5KG,2,240,0.062,158.35
CI201801001329,18/01/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.102,128.75
CI201811001030,23/11/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,158.35
CI201801001329,18/01/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.127,200.85
CI201812001881,29/12/2018,C00037,SP002,independent_cafe,BEAN-DECAF-1KG,6,65,0,33.87
CI201801001330,25/01/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.128,128.75
CI201811001785,23/11/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.044,158.35
CI201802001331,1/02/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.14,129.07
CI201811002967,23/11/2018,C00057,SP001,hotel,BEAN-ESPRESSO-5KG,6,240,0,158.35
CI201802001331,1/02/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.14,196.18
CI201802001331,1/02/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,201.35
CI201812003191,29/12/2018,C00059,SP001,independent_cafe,BEAN-DECAF-1KG,2,65,0.006,33.87
CI201802001332,8/02/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.125,129.07
CI201811003121,23/11/2018,C00058,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.125,158.35
CI201802001333,15/02/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,8,230,0,129.07
CI201811001876,24/11/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.106,158.35
CI201812000400,31/12/2018,C00008,SP003,hotel,BEAN-DECAF-1KG,2,65,0,33.87
CI201802001334,22/02/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,8,230,0.128,129.07
CI201811002292,24/11/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.28,158.35
CI201802001334,22/02/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.14,201.35
CI201803001335,1/03/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.137,129.39
CI201811002807,24/11/2018,C00053,SP003,restaurant,BEAN-ESPRESSO-5KG,2,240,0.1,158.35
CI201812002732,31/12/2018,C00052,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.11,33.87
CI201803001336,8/03/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.076,129.39
CI201811000145,25/11/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.098,158.35
CI201803001337,15/03/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0,129.39
CI201811000516,25/11/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0,158.35
CI201803001337,15/03/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.098,196.67
CI201803001337,15/03/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.086,201.84
CI201803001338,22/03/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,8,230,0.1,129.39
CI201811001467,25/11/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.124,158.35
CI201803001338,22/03/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.129,201.84
CI201901000752,2/01/2019,C00014,SP003,restaurant,BEAN-DECAF-1KG,2,65,0,33.95
CI201803001339,29/03/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.14,129.39
CI201811000395,26/11/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,10,240,0.14,158.35
CI201803001339,29/03/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.136,196.67
CI201803001339,29/03/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.12,201.84
CI201804001340,5/04/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.079,129.7
CI201811001208,26/11/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,16,240,0.124,158.35
CI201811002727,26/11/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0,158.35
CI201804001341,12/04/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.087,202.34
CI201901000586,4/01/2019,C00010,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.95
CI201804001342,19/04/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,8,230,0.137,129.7
CI201811002891,26/11/2018,C00056,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.32,158.35
CI201804001343,26/04/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.119,129.7
CI201811001649,27/11/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.14,158.35
CI201804001343,26/04/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0,202.34
CI201805001344,3/05/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.132,130.02
CI201811002069,28/11/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.118,158.35
CI201805001344,3/05/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0.092,197.64
CI201805001345,10/05/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.128,130.02
CI201811002825,28/11/2018,C00054,SP003,restaurant,BEAN-ESPRESSO-5KG,2,240,0.14,158.35
CI201805001345,10/05/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,4,260,0,202.84
CI201805001346,17/05/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.132,130.02
CI201811002859,28/11/2018,C00055,SP002,restaurant,BEAN-ESPRESSO-5KG,2,240,0,158.35
CI201901000151,6/01/2019,C00005,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.069,33.95
CI201805001347,24/05/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.133,130.02
CI201811000285,29/11/2018,C00007,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.127,158.35
CI201805001347,24/05/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.111,202.84
CI201805001348,31/05/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,8,230,0.098,130.02
CI201811000893,29/11/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.077,158.35
CI201806001349,7/06/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,12,230,0,130.35
CI201811001374,29/11/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,18,240,0.125,158.35
CI201806001350,14/06/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.131,130.35
CI201811002625,29/11/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,6,240,0.031,158.35
CI201901001473,6/01/2019,C00032,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.112,33.95
CI201806001351,21/06/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.1,130.35
CI201811000045,30/11/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.077,158.35
CI201806001352,28/06/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.089,130.35
CI201811001031,30/11/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,10,240,0.054,158.35
CI201806001352,28/06/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,2,260,0,198.13
CI201807001353,5/07/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.13,130.67
CI201811001290,30/11/2018,C00030,SP004,office,BEAN-ESPRESSO-5KG,4,240,0.32,158.35
CI201807001353,5/07/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.13,198.61
CI201807001354,12/07/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.129,130.67
CI201811002968,30/11/2018,C00057,SP001,hotel,BEAN-ESPRESSO-5KG,8,240,0,158.35
CI201807001354,12/07/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.116,198.61
CI201807001354,12/07/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.099,203.84
CI201807001355,19/07/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.137,130.67
CI201812001877,1/12/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.05,158.74
CI201807001355,19/07/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,4,260,0.121,203.84
CI201807001356,26/07/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.111,130.67
CI201812002293,1/12/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.27,158.74
CI201807001356,26/07/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.107,198.61
CI201808001357,2/08/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.14,130.99
CI201812002471,1/12/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.284,158.74
CI201901000401,7/01/2019,C00008,SP003,hotel,BEAN-DECAF-1KG,2,65,0.085,33.95
CI201808001358,9/08/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.14,130.99
CI201812003187,1/12/2018,C00059,SP001,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.043,158.74
CI201808001358,9/08/2018,C00031,SP003,hotel,BEAN-SINGLE-ETH-5KG,4,260,0.14,199.1
CI201901001214,7/01/2019,C00028,SP003,hotel,BEAN-DECAF-1KG,6,65,0.104,33.95
CI201808001359,16/08/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,2,230,0.105,130.99
CI201812000146,2/12/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,10,240,0,158.74
CI201808001359,16/08/2018,C00031,SP003,hotel,BEAN-SINGLE-COL-5KG,2,260,0.109,204.34
CI201808001360,23/08/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,6,230,0.082,130.99
CI201812000517,2/12/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.064,158.74
CI201808001361,30/08/2018,C00031,SP003,hotel,BEAN-HOUSE-5KG,4,230,0.129,130.99
