date,cafe_location,sku,qty_sold,list_unit_price,unit_cost
29/12/2018,warehouse,FOOD-CROISSANT,10,6,6.5
29/12/2018,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,6.28
29/12/2018,warehouse,FOOD-SCONE-CHEESE,4,5,6.05
29/12/2018,warehouse,FOOD-BANANA-BREAD,4,6,6.84
29/12/2018,warehouse,FOOD-COOKIE-CHOC,8,4.5,5.82
29/12/2018,warehouse,MOD-ALT-MILK,20,0.8,4.59
30/12/2018,warehouse,DRINK-FLATWHITE,49,5.5,4.37
30/12/2018,warehouse,DRINK-LATTE,53,5.5,4.37
30/12/2018,warehouse,DRINK-CAP,31,5.5,4.37
30/12/2018,warehouse,DRINK-LONGBLACK,35,5,4.15
30/12/2018,warehouse,DRINK-ESP,16,4.5,4.03
30/12/2018,warehouse,DRINK-MOCHA,18,6,4.82
30/12/2018,warehouse,DRINK-CHAI-LATTE,10,6,4.71
30/12/2018,warehouse,DRINK-HOT-CHOC,4,6,4.93
30/12/2018,warehouse,DRINK-ICED-LATTE,12,6.5,5.04
30/12/2018,warehouse,FOOD-CROISSANT,21,6,5.5
30/12/2018,warehouse,FOOD-MUFFIN-BLUEBERRY,6,5.5,5.27
30/12/2018,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,7.51
30/12/2018,warehouse,FOOD-SCONE-CHEESE,10,5,5.04
30/12/2018,warehouse,FOOD-BANANA-BREAD,10,6,5.83
30/12/2018,warehouse,FOOD-COOKIE-CHOC,12,4.5,4.82
30/12/2018,warehouse,MOD-ALT-MILK,21,0.8,3.59
31/12/2018,warehouse,DRINK-FLATWHITE,57,5.5,3.9
31/12/2018,warehouse,DRINK-LATTE,66,5.5,3.9
31/12/2018,warehouse,DRINK-CAP,29,5.5,3.9
31/12/2018,warehouse,DRINK-LONGBLACK,27,5,3.68
31/12/2018,warehouse,DRINK-ESP,31,4.5,3.56
31/12/2018,warehouse,DRINK-MOCHA,16,6,4.35
31/12/2018,warehouse,DRINK-CHAI-LATTE,8,6,4.24
31/12/2018,warehouse,DRINK-HOT-CHOC,10,6,4.47
31/12/2018,warehouse,DRINK-ICED-LATTE,14,6.5,4.57
31/12/2018,warehouse,FOOD-CROISSANT,14,6,5.03
31/12/2018,warehouse,FOOD-MUFFIN-BLUEBERRY,18,5.5,4.81
31/12/2018,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,7.04
31/12/2018,warehouse,FOOD-SCONE-CHEESE,21,5,4.57
31/12/2018,warehouse,FOOD-BANANA-BREAD,14,6,5.37
31/12/2018,warehouse,FOOD-COOKIE-CHOC,14,4.5,4.35
31/12/2018,warehouse,MOD-ALT-MILK,29,0.8,3.12
1/01/2019,warehouse,DRINK-FLATWHITE,66,5.5,4.15
1/01/2019,warehouse,DRINK-LATTE,49,5.5,4.15
1/01/2019,warehouse,DRINK-CAP,25,5.5,4.15
1/01/2019,warehouse,DRINK-LONGBLACK,37,5,3.93
1/01/2019,warehouse,DRINK-ESP,23,4.5,3.81
1/01/2019,warehouse,DRINK-MOCHA,10,6,4.61
1/01/2019,warehouse,DRINK-CHAI-LATTE,16,6,4.49
1/01/2019,warehouse,DRINK-HOT-CHOC,2,6,4.71
1/01/2019,warehouse,DRINK-ICED-LATTE,10,6.5,4.83
1/01/2019,warehouse,FOOD-CROISSANT,16,6,5.27
1/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,5.05
1/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,7.3
1/01/2019,warehouse,FOOD-SCONE-CHEESE,6,5,4.83
1/01/2019,warehouse,FOOD-BANANA-BREAD,16,6,5.61
1/01/2019,warehouse,FOOD-COOKIE-CHOC,8,4.5,4.61
1/01/2019,warehouse,MOD-ALT-MILK,41,0.8,3.37
2/01/2019,warehouse,DRINK-FLATWHITE,72,5.5,3.36
2/01/2019,warehouse,DRINK-LATTE,74,5.5,3.36
2/01/2019,warehouse,DRINK-CAP,35,5.5,3.36
2/01/2019,warehouse,DRINK-LONGBLACK,64,5,3.14
2/01/2019,warehouse,DRINK-ESP,37,4.5,3.02
2/01/2019,warehouse,DRINK-MOCHA,14,6,3.82
2/01/2019,warehouse,DRINK-CHAI-LATTE,21,6,3.7
2/01/2019,warehouse,DRINK-HOT-CHOC,4,6,3.93
2/01/2019,warehouse,DRINK-ICED-LATTE,14,6.5,4.04
2/01/2019,warehouse,FOOD-CROISSANT,25,6,4.49
2/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.27
2/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,6.52
2/01/2019,warehouse,FOOD-SCONE-CHEESE,12,5,4.04
2/01/2019,warehouse,FOOD-BANANA-BREAD,23,6,4.83
2/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,3.82
2/01/2019,warehouse,MOD-ALT-MILK,41,0.8,2.58
3/01/2019,warehouse,DRINK-FLATWHITE,76,5.5,3.35
3/01/2019,warehouse,DRINK-LATTE,86,5.5,3.35
3/01/2019,warehouse,DRINK-CAP,47,5.5,3.35
3/01/2019,warehouse,DRINK-LONGBLACK,53,5,3.13
3/01/2019,warehouse,DRINK-ESP,35,4.5,3.01
3/01/2019,warehouse,DRINK-MOCHA,21,6,3.8
3/01/2019,warehouse,DRINK-CHAI-LATTE,8,6,3.69
3/01/2019,warehouse,DRINK-ICED-LATTE,10,6.5,4.03
3/01/2019,warehouse,FOOD-CROISSANT,18,6,4.47
3/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,12,5.5,4.25
3/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,6.5
3/01/2019,warehouse,FOOD-SCONE-CHEESE,20,5,4.03
3/01/2019,warehouse,FOOD-BANANA-BREAD,12,6,4.81
3/01/2019,warehouse,FOOD-COOKIE-CHOC,16,4.5,3.8
3/01/2019,warehouse,MOD-ALT-MILK,61,0.8,2.56
4/01/2019,warehouse,DRINK-FLATWHITE,76,5.5,3.71
4/01/2019,warehouse,DRINK-LATTE,66,5.5,3.71
4/01/2019,warehouse,DRINK-CAP,20,5.5,3.71
4/01/2019,warehouse,DRINK-LONGBLACK,59,5,3.49
4/01/2019,warehouse,DRINK-ESP,35,4.5,3.37
4/01/2019,warehouse,DRINK-MOCHA,8,6,4.17
4/01/2019,warehouse,DRINK-CHAI-LATTE,2,6,4.05
4/01/2019,warehouse,DRINK-HOT-CHOC,2,6,4.27
4/01/2019,warehouse,DRINK-ICED-LATTE,14,6.5,4.39
4/01/2019,warehouse,FOOD-CROISSANT,16,6,4.84
4/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,16,5.5,4.61
4/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,8,9.5,6.86
4/01/2019,warehouse,FOOD-SCONE-CHEESE,21,5,4.39
4/01/2019,warehouse,FOOD-BANANA-BREAD,23,6,5.18
4/01/2019,warehouse,FOOD-COOKIE-CHOC,6,4.5,4.17
4/01/2019,warehouse,MOD-ALT-MILK,39,0.8,2.93
5/01/2019,warehouse,DRINK-FLATWHITE,74,5.5,3.54
5/01/2019,warehouse,DRINK-LATTE,78,5.5,3.54
5/01/2019,warehouse,DRINK-CAP,31,5.5,3.54
5/01/2019,warehouse,DRINK-LONGBLACK,31,5,3.32
5/01/2019,warehouse,DRINK-ESP,27,4.5,3.2
5/01/2019,warehouse,DRINK-MOCHA,18,6,4
5/01/2019,warehouse,DRINK-CHAI-LATTE,18,6,3.88
5/01/2019,warehouse,DRINK-HOT-CHOC,4,6,4.11
5/01/2019,warehouse,DRINK-ICED-LATTE,8,6.5,4.22
5/01/2019,warehouse,FOOD-CROISSANT,20,6,4.67
5/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,18,5.5,4.45
5/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,27,9.5,6.7
5/01/2019,warehouse,FOOD-SCONE-CHEESE,14,5,4.22
5/01/2019,warehouse,FOOD-BANANA-BREAD,8,6,5.01
5/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,4
5/01/2019,warehouse,MOD-ALT-MILK,57,0.8,2.76
6/01/2019,warehouse,DRINK-FLATWHITE,16,5.5,7.05
6/01/2019,warehouse,DRINK-LATTE,35,5.5,7.05
6/01/2019,warehouse,DRINK-CAP,10,5.5,7.05
6/01/2019,warehouse,DRINK-LONGBLACK,27,5,6.83
6/01/2019,warehouse,DRINK-ESP,12,4.5,6.71
6/01/2019,warehouse,DRINK-MOCHA,10,6,7.51
6/01/2019,warehouse,DRINK-CHAI-LATTE,6,6,7.39
6/01/2019,warehouse,DRINK-HOT-CHOC,2,6,7.62
6/01/2019,warehouse,DRINK-ICED-LATTE,6,6.5,7.73
6/01/2019,warehouse,FOOD-CROISSANT,12,6,8.18
6/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,4,5.5,7.96
6/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,2,9.5,10.21
6/01/2019,warehouse,FOOD-SCONE-CHEESE,8,5,7.73
6/01/2019,warehouse,FOOD-BANANA-BREAD,4,6,8.52
6/01/2019,warehouse,MOD-ALT-MILK,18,0.8,6.27
7/01/2019,warehouse,DRINK-FLATWHITE,57,5.5,4.73
7/01/2019,warehouse,DRINK-LATTE,51,5.5,4.73
7/01/2019,warehouse,DRINK-CAP,23,5.5,4.73
7/01/2019,warehouse,DRINK-LONGBLACK,27,5,4.5
7/01/2019,warehouse,DRINK-ESP,16,4.5,4.39
7/01/2019,warehouse,DRINK-MOCHA,8,6,5.18
7/01/2019,warehouse,DRINK-CHAI-LATTE,12,6,5.07
7/01/2019,warehouse,DRINK-HOT-CHOC,4,6,5.29
7/01/2019,warehouse,DRINK-ICED-LATTE,2,6.5,5.4
7/01/2019,warehouse,FOOD-CROISSANT,16,6,5.85
7/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,2,5.5,5.63
7/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,6,9.5,7.88
7/01/2019,warehouse,FOOD-SCONE-CHEESE,8,5,5.4
7/01/2019,warehouse,FOOD-BANANA-BREAD,14,6,6.19
7/01/2019,warehouse,FOOD-COOKIE-CHOC,4,4.5,5.18
7/01/2019,warehouse,MOD-ALT-MILK,39,0.8,3.94
8/01/2019,warehouse,DRINK-FLATWHITE,129,5.5,2.88
8/01/2019,warehouse,DRINK-LATTE,98,5.5,2.88
8/01/2019,warehouse,DRINK-CAP,59,5.5,2.88
8/01/2019,warehouse,DRINK-LONGBLACK,47,5,2.65
8/01/2019,warehouse,DRINK-ESP,31,4.5,2.54
8/01/2019,warehouse,DRINK-MOCHA,23,6,3.33
8/01/2019,warehouse,DRINK-CHAI-LATTE,16,6,3.22
8/01/2019,warehouse,DRINK-HOT-CHOC,14,6,3.44
8/01/2019,warehouse,DRINK-ICED-LATTE,18,6.5,3.56
8/01/2019,warehouse,FOOD-CROISSANT,29,6,4
8/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,27,5.5,3.78
8/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,18,9.5,6.03
8/01/2019,warehouse,FOOD-SCONE-CHEESE,18,5,3.56
8/01/2019,warehouse,FOOD-BANANA-BREAD,16,6,4.34
8/01/2019,warehouse,FOOD-COOKIE-CHOC,20,4.5,3.33
8/01/2019,warehouse,MOD-ALT-MILK,74,0.8,2.09
9/01/2019,warehouse,DRINK-FLATWHITE,53,5.5,4.55
9/01/2019,warehouse,DRINK-LATTE,45,5.5,4.55
9/01/2019,warehouse,DRINK-CAP,37,5.5,4.55
9/01/2019,warehouse,DRINK-LONGBLACK,35,5,4.33
9/01/2019,warehouse,DRINK-ESP,14,4.5,4.21
9/01/2019,warehouse,DRINK-MOCHA,18,6,5.01
9/01/2019,warehouse,DRINK-CHAI-LATTE,10,6,4.89
9/01/2019,warehouse,DRINK-HOT-CHOC,2,6,5.11
9/01/2019,warehouse,DRINK-ICED-LATTE,6,6.5,5.23
9/01/2019,warehouse,FOOD-CROISSANT,12,6,5.68
9/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,6,5.5,5.45
9/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,10,9.5,7.7
9/01/2019,warehouse,FOOD-SCONE-CHEESE,8,5,5.23
9/01/2019,warehouse,FOOD-BANANA-BREAD,8,6,6.02
9/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,5.01
9/01/2019,warehouse,MOD-ALT-MILK,31,0.8,3.77
10/01/2019,warehouse,DRINK-FLATWHITE,59,5.5,4.15
10/01/2019,warehouse,DRINK-LATTE,61,5.5,4.15
10/01/2019,warehouse,DRINK-CAP,31,5.5,4.15
10/01/2019,warehouse,DRINK-LONGBLACK,35,5,3.93
10/01/2019,warehouse,DRINK-ESP,8,4.5,3.81
10/01/2019,warehouse,DRINK-MOCHA,23,6,4.61
10/01/2019,warehouse,DRINK-CHAI-LATTE,8,6,4.49
10/01/2019,warehouse,DRINK-HOT-CHOC,8,6,4.72
10/01/2019,warehouse,DRINK-ICED-LATTE,4,6.5,4.83
10/01/2019,warehouse,FOOD-CROISSANT,8,6,5.28
10/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,18,5.5,5.06
10/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,6,9.5,7.31
10/01/2019,warehouse,FOOD-SCONE-CHEESE,4,5,4.83
10/01/2019,warehouse,FOOD-BANANA-BREAD,16,6,5.62
10/01/2019,warehouse,FOOD-COOKIE-CHOC,14,4.5,4.61
10/01/2019,warehouse,MOD-ALT-MILK,45,0.8,3.37
11/01/2019,warehouse,DRINK-FLATWHITE,92,5.5,3.4
11/01/2019,warehouse,DRINK-LATTE,78,5.5,3.4
11/01/2019,warehouse,DRINK-CAP,47,5.5,3.4
11/01/2019,warehouse,DRINK-LONGBLACK,37,5,3.18
11/01/2019,warehouse,DRINK-ESP,39,4.5,3.06
11/01/2019,warehouse,DRINK-MOCHA,8,6,3.86
11/01/2019,warehouse,DRINK-CHAI-LATTE,12,6,3.74
11/01/2019,warehouse,DRINK-ICED-LATTE,4,6.5,4.08
11/01/2019,warehouse,FOOD-CROISSANT,18,6,4.53
11/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.3
11/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,6.55
11/01/2019,warehouse,FOOD-SCONE-CHEESE,21,5,4.08
11/01/2019,warehouse,FOOD-BANANA-BREAD,16,6,4.87
11/01/2019,warehouse,FOOD-COOKIE-CHOC,12,4.5,3.86
11/01/2019,warehouse,MOD-ALT-MILK,57,0.8,2.62
12/01/2019,warehouse,DRINK-FLATWHITE,70,5.5,4.03
12/01/2019,warehouse,DRINK-LATTE,47,5.5,4.03
12/01/2019,warehouse,DRINK-CAP,25,5.5,4.03
12/01/2019,warehouse,DRINK-LONGBLACK,27,5,3.81
12/01/2019,warehouse,DRINK-ESP,18,4.5,3.69
12/01/2019,warehouse,DRINK-MOCHA,14,6,4.49
12/01/2019,warehouse,DRINK-CHAI-LATTE,14,6,4.37
12/01/2019,warehouse,DRINK-HOT-CHOC,4,6,4.6
12/01/2019,warehouse,DRINK-ICED-LATTE,21,6.5,4.71
12/01/2019,warehouse,FOOD-CROISSANT,18,6,5.16
12/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,8,5.5,4.94
12/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,10,9.5,7.19
12/01/2019,warehouse,FOOD-SCONE-CHEESE,8,5,4.71
12/01/2019,warehouse,FOOD-BANANA-BREAD,12,6,5.5
12/01/2019,warehouse,FOOD-COOKIE-CHOC,16,4.5,4.49
12/01/2019,warehouse,MOD-ALT-MILK,51,0.8,3.25
13/01/2019,warehouse,DRINK-FLATWHITE,68,5.5,3.85
13/01/2019,warehouse,DRINK-LATTE,70,5.5,3.85
13/01/2019,warehouse,DRINK-CAP,33,5.5,3.85
13/01/2019,warehouse,DRINK-LONGBLACK,29,5,3.62
13/01/2019,warehouse,DRINK-ESP,35,4.5,3.51
13/01/2019,warehouse,DRINK-MOCHA,12,6,4.3
13/01/2019,warehouse,DRINK-CHAI-LATTE,16,6,4.19
13/01/2019,warehouse,DRINK-HOT-CHOC,2,6,4.41
13/01/2019,warehouse,DRINK-ICED-LATTE,12,6.5,4.53
13/01/2019,warehouse,FOOD-CROISSANT,16,6,4.97
13/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,4,5.5,4.75
13/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,20,9.5,7
13/01/2019,warehouse,FOOD-SCONE-CHEESE,10,5,4.53
13/01/2019,warehouse,FOOD-BANANA-BREAD,10,6,5.31
13/01/2019,warehouse,FOOD-COOKIE-CHOC,6,4.5,4.3
13/01/2019,warehouse,MOD-ALT-MILK,47,0.8,3.06
14/01/2019,warehouse,DRINK-FLATWHITE,74,5.5,3.47
14/01/2019,warehouse,DRINK-LATTE,57,5.5,3.47
14/01/2019,warehouse,DRINK-CAP,47,5.5,3.47
14/01/2019,warehouse,DRINK-LONGBLACK,47,5,3.25
14/01/2019,warehouse,DRINK-ESP,49,4.5,3.13
14/01/2019,warehouse,DRINK-MOCHA,23,6,3.93
14/01/2019,warehouse,DRINK-CHAI-LATTE,10,6,3.81
14/01/2019,warehouse,DRINK-HOT-CHOC,4,6,4.04
14/01/2019,warehouse,DRINK-ICED-LATTE,8,6.5,4.15
14/01/2019,warehouse,FOOD-CROISSANT,14,6,4.6
14/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.38
14/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,16,9.5,6.63
14/01/2019,warehouse,FOOD-SCONE-CHEESE,21,5,4.15
14/01/2019,warehouse,FOOD-BANANA-BREAD,10,6,4.94
14/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,3.93
14/01/2019,warehouse,MOD-ALT-MILK,49,0.8,2.69
15/01/2019,warehouse,DRINK-FLATWHITE,68,5.5,4.11
15/01/2019,warehouse,DRINK-LATTE,47,5.5,4.11
15/01/2019,warehouse,DRINK-CAP,39,5.5,4.11
15/01/2019,warehouse,DRINK-LONGBLACK,23,5,3.89
15/01/2019,warehouse,DRINK-ESP,21,4.5,3.77
15/01/2019,warehouse,DRINK-MOCHA,8,6,4.57
15/01/2019,warehouse,DRINK-CHAI-LATTE,4,6,4.45
15/01/2019,warehouse,DRINK-HOT-CHOC,4,6,4.67
15/01/2019,warehouse,DRINK-ICED-LATTE,10,6.5,4.79
15/01/2019,warehouse,FOOD-CROISSANT,18,6,5.24
15/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,12,5.5,5.01
15/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,18,9.5,7.26
15/01/2019,warehouse,FOOD-SCONE-CHEESE,18,5,4.79
15/01/2019,warehouse,FOOD-BANANA-BREAD,10,6,5.58
15/01/2019,warehouse,FOOD-COOKIE-CHOC,16,4.5,4.57
15/01/2019,warehouse,MOD-ALT-MILK,37,0.8,3.32
16/01/2019,warehouse,DRINK-FLATWHITE,86,5.5,3.43
16/01/2019,warehouse,DRINK-LATTE,74,5.5,3.43
16/01/2019,warehouse,DRINK-CAP,47,5.5,3.43
16/01/2019,warehouse,DRINK-LONGBLACK,41,5,3.21
16/01/2019,warehouse,DRINK-ESP,35,4.5,3.09
16/01/2019,warehouse,DRINK-MOCHA,12,6,3.89
16/01/2019,warehouse,DRINK-CHAI-LATTE,14,6,3.77
16/01/2019,warehouse,DRINK-HOT-CHOC,4,6,3.99
16/01/2019,warehouse,DRINK-ICED-LATTE,10,6.5,4.11
16/01/2019,warehouse,FOOD-CROISSANT,12,6,4.55
16/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.33
16/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,6.58
16/01/2019,warehouse,FOOD-SCONE-CHEESE,16,5,4.11
16/01/2019,warehouse,FOOD-BANANA-BREAD,16,6,4.89
16/01/2019,warehouse,FOOD-COOKIE-CHOC,18,4.5,3.89
16/01/2019,warehouse,MOD-ALT-MILK,57,0.8,2.64
17/01/2019,warehouse,DRINK-FLATWHITE,41,5.5,5.09
17/01/2019,warehouse,DRINK-LATTE,41,5.5,5.09
17/01/2019,warehouse,DRINK-CAP,25,5.5,5.09
17/01/2019,warehouse,DRINK-LONGBLACK,21,5,4.86
17/01/2019,warehouse,DRINK-ESP,23,4.5,4.75
17/01/2019,warehouse,DRINK-MOCHA,8,6,5.54
17/01/2019,warehouse,DRINK-CHAI-LATTE,12,6,5.43
17/01/2019,warehouse,DRINK-ICED-LATTE,8,6.5,5.77
17/01/2019,warehouse,FOOD-CROISSANT,16,6,6.21
17/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,6,5.5,5.99
17/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,6,9.5,8.24
17/01/2019,warehouse,FOOD-SCONE-CHEESE,8,5,5.77
17/01/2019,warehouse,FOOD-BANANA-BREAD,4,6,6.55
17/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,5.54
17/01/2019,warehouse,MOD-ALT-MILK,31,0.8,4.3
18/01/2019,warehouse,DRINK-FLATWHITE,74,5.5,3.52
18/01/2019,warehouse,DRINK-LATTE,51,5.5,3.52
18/01/2019,warehouse,DRINK-CAP,53,5.5,3.52
18/01/2019,warehouse,DRINK-LONGBLACK,51,5,3.3
18/01/2019,warehouse,DRINK-ESP,29,4.5,3.18
18/01/2019,warehouse,DRINK-MOCHA,10,6,3.98
18/01/2019,warehouse,DRINK-CHAI-LATTE,8,6,3.86
18/01/2019,warehouse,DRINK-HOT-CHOC,8,6,4.08
18/01/2019,warehouse,DRINK-ICED-LATTE,14,6.5,4.2
18/01/2019,warehouse,FOOD-CROISSANT,21,6,4.65
18/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.42
18/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,20,9.5,6.68
18/01/2019,warehouse,FOOD-SCONE-CHEESE,20,5,4.2
18/01/2019,warehouse,FOOD-BANANA-BREAD,14,6,4.99
18/01/2019,warehouse,FOOD-COOKIE-CHOC,8,4.5,3.98
18/01/2019,warehouse,MOD-ALT-MILK,49,0.8,2.73
19/01/2019,warehouse,DRINK-FLATWHITE,68,5.5,4.08
19/01/2019,warehouse,DRINK-LATTE,59,5.5,4.08
19/01/2019,warehouse,DRINK-CAP,25,5.5,4.08
19/01/2019,warehouse,DRINK-LONGBLACK,31,5,3.86
19/01/2019,warehouse,DRINK-ESP,31,4.5,3.74
19/01/2019,warehouse,DRINK-MOCHA,6,6,4.54
19/01/2019,warehouse,DRINK-CHAI-LATTE,8,6,4.42
19/01/2019,warehouse,DRINK-HOT-CHOC,8,6,4.64
19/01/2019,warehouse,DRINK-ICED-LATTE,14,6.5,4.76
19/01/2019,warehouse,FOOD-CROISSANT,16,6,5.21
19/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,12,5.5,4.98
19/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,7.24
19/01/2019,warehouse,FOOD-SCONE-CHEESE,8,5,4.76
19/01/2019,warehouse,FOOD-BANANA-BREAD,2,6,5.55
19/01/2019,warehouse,FOOD-COOKIE-CHOC,12,4.5,4.54
19/01/2019,warehouse,MOD-ALT-MILK,43,0.8,3.3
20/01/2019,warehouse,DRINK-FLATWHITE,64,5.5,4.05
20/01/2019,warehouse,DRINK-LATTE,61,5.5,4.05
20/01/2019,warehouse,DRINK-CAP,43,5.5,4.05
20/01/2019,warehouse,DRINK-LONGBLACK,39,5,3.83
20/01/2019,warehouse,DRINK-ESP,23,4.5,3.71
20/01/2019,warehouse,DRINK-MOCHA,10,6,4.51
20/01/2019,warehouse,DRINK-CHAI-LATTE,6,6,4.39
20/01/2019,warehouse,DRINK-HOT-CHOC,8,6,4.62
20/01/2019,warehouse,DRINK-ICED-LATTE,16,6.5,4.73
20/01/2019,warehouse,FOOD-CROISSANT,12,6,5.18
20/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,4.96
20/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,8,9.5,7.21
20/01/2019,warehouse,FOOD-SCONE-CHEESE,10,5,4.73
20/01/2019,warehouse,FOOD-BANANA-BREAD,2,6,5.52
20/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,4.51
20/01/2019,warehouse,MOD-ALT-MILK,39,0.8,3.27
21/01/2019,warehouse,DRINK-FLATWHITE,76,5.5,3.84
21/01/2019,warehouse,DRINK-LATTE,70,5.5,3.84
21/01/2019,warehouse,DRINK-CAP,31,5.5,3.84
21/01/2019,warehouse,DRINK-LONGBLACK,41,5,3.61
21/01/2019,warehouse,DRINK-ESP,31,4.5,3.5
21/01/2019,warehouse,DRINK-MOCHA,6,6,4.29
21/01/2019,warehouse,DRINK-CHAI-LATTE,8,6,4.18
21/01/2019,warehouse,DRINK-HOT-CHOC,8,6,4.4
21/01/2019,warehouse,DRINK-ICED-LATTE,10,6.5,4.52
21/01/2019,warehouse,FOOD-CROISSANT,16,6,4.96
21/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.74
21/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,16,9.5,6.99
21/01/2019,warehouse,FOOD-SCONE-CHEESE,6,5,4.52
21/01/2019,warehouse,FOOD-BANANA-BREAD,10,6,5.3
21/01/2019,warehouse,FOOD-COOKIE-CHOC,10,4.5,4.29
21/01/2019,warehouse,MOD-ALT-MILK,39,0.8,3.05
22/01/2019,warehouse,DRINK-FLATWHITE,64,5.5,4.67
22/01/2019,warehouse,DRINK-LATTE,43,5.5,4.67
22/01/2019,warehouse,DRINK-CAP,21,5.5,4.67
22/01/2019,warehouse,DRINK-LONGBLACK,21,5,4.44
22/01/2019,warehouse,DRINK-ESP,20,4.5,4.33
22/01/2019,warehouse,DRINK-MOCHA,12,6,5.12
22/01/2019,warehouse,DRINK-CHAI-LATTE,6,6,5.01
22/01/2019,warehouse,DRINK-HOT-CHOC,4,6,5.23
22/01/2019,warehouse,DRINK-ICED-LATTE,4,6.5,5.35
22/01/2019,warehouse,FOOD-CROISSANT,14,6,5.79
22/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,8,5.5,5.57
22/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,6,9.5,7.82
22/01/2019,warehouse,FOOD-SCONE-CHEESE,14,5,5.35
22/01/2019,warehouse,FOOD-BANANA-BREAD,14,6,6.13
22/01/2019,warehouse,FOOD-COOKIE-CHOC,12,4.5,5.12
22/01/2019,warehouse,MOD-ALT-MILK,31,0.8,3.88
23/01/2019,warehouse,DRINK-FLATWHITE,84,5.5,3.73
23/01/2019,warehouse,DRINK-LATTE,57,5.5,3.73
23/01/2019,warehouse,DRINK-CAP,37,5.5,3.73
23/01/2019,warehouse,DRINK-LONGBLACK,37,5,3.51
23/01/2019,warehouse,DRINK-ESP,27,4.5,3.39
23/01/2019,warehouse,DRINK-MOCHA,25,6,4.19
23/01/2019,warehouse,DRINK-CHAI-LATTE,6,6,4.07
23/01/2019,warehouse,DRINK-HOT-CHOC,6,6,4.29
23/01/2019,warehouse,DRINK-ICED-LATTE,2,6.5,4.41
23/01/2019,warehouse,FOOD-CROISSANT,18,6,4.86
23/01/2019,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.63
23/01/2019,warehouse,FOOD-SANDWICH-CHICKEN,4,9.5,6.89
23/01/2019,warehouse,FOOD-SCONE-CHEESE,14,5,4.41
23/01/2019,warehouse,FOOD-BANANA-BREAD,12,6,5.2
23/01/2019,warehouse,FOOD-COOKIE-CHOC,14,4.5,4.19
